name,family,source,task_type,seed,length,horizon,params
van_der_pol_mu4.60_s010,oscillatory_quasiperiodic,synthetic,forecast,150103710,800,36,"{'generator': 'van_der_pol', 'mu': 4.600415090929841, 'dt': 0.05, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
am_mod_c0.111_m0.006_s004,oscillatory_quasiperiodic,synthetic,forecast,150104804,800,2,"{'generator': 'amplitude_modulated', 'carrier_freq': 0.1107339222295452, 'mod_freq': 0.006120117044076681, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
am_mod_c0.031_m0.012_s011,oscillatory_quasiperiodic,synthetic,forecast,150104811,800,7,"{'generator': 'amplitude_modulated', 'carrier_freq': 0.03125452215091082, 'mod_freq': 0.012342944175969072, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
am_mod_c0.046_m0.020_s014,oscillatory_quasiperiodic,synthetic,forecast,150104814,800,5,"{'generator': 'amplitude_modulated', 'carrier_freq': 0.04631402093580188, 'mod_freq': 0.019574557795500686, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
damped_f0.057_d0.0006_s010,oscillatory_quasiperiodic,synthetic,forecast,150104910,800,4,"{'generator': 'damped_oscillator', 'freq': 0.0571195073131413, 'damping': 0.0005504217424279702, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
damped_f0.079_d0.0041_s011,oscillatory_quasiperiodic,synthetic,forecast,150104911,800,3,"{'generator': 'damped_oscillator', 'freq': 0.07935590626772746, 'damping': 0.004083905582372912, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
damped_f0.016_d0.0014_s019,oscillatory_quasiperiodic,synthetic,forecast,150104919,800,13,"{'generator': 'damped_oscillator', 'freq': 0.015604287110760973, 'damping': 0.0013552573500861473, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
mso4_s009_snr20db,oscillatory_quasiperiodic,synthetic,forecast,150109089,800,3,"{'generator': 'mso', 'n_freqs': 4, 'noise_overlay': True, 'snr_db': 20.0, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
mso6_s018_snr20db,oscillatory_quasiperiodic,synthetic,forecast,150109098,800,2,"{'generator': 'mso', 'n_freqs': 6, 'noise_overlay': True, 'snr_db': 20.0, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
mso7_s019_snr5db,oscillatory_quasiperiodic,synthetic,forecast,150109099,800,2,"{'generator': 'mso', 'n_freqs': 7, 'noise_overlay': True, 'snr_db': 5.0, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
chirp_f0.047_0.373_s011_snr20db,oscillatory_quasiperiodic,synthetic,forecast,150109131,800,2,"{'generator': 'chirp', 'f0': 0.04677216926392718, 'f1': 0.3725568561000752, 'noise_overlay': True, 'snr_db': 20.0, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
chirp_f0.007_0.235_s013_snr10db,oscillatory_quasiperiodic,synthetic,forecast,150109133,800,2,"{'generator': 'chirp', 'f0': 0.007215437462073222, 'f1': 0.23542568009026693, 'noise_overlay': True, 'snr_db': 10.0, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
mso4_s016_v4_missing_irregular,oscillatory_quasiperiodic,synthetic,forecast,150170176,800,3,"{'generator': 'mso', 'n_freqs': 4, 'taxonomy': 'v4', 'v4_source': 'perturbation_axis', 'perturbation_axes': ['missing_irregular'], 'perturbation_strength': 0.881578947368421}"
quasi_periodic2_s008_v4_window_length_horizon,oscillatory_quasiperiodic,synthetic,forecast,150170188,800,5,"{'generator': 'quasi_periodic', 'n_freqs': 2, 'taxonomy': 'v4', 'v4_source': 'perturbation_axis', 'perturbation_axes': ['window_length_horizon'], 'perturbation_strength': 0.5657894736842105}"
quasi_periodic4_s010_v4_missing_irregular,oscillatory_quasiperiodic,synthetic,forecast,150170190,800,5,"{'generator': 'quasi_periodic', 'n_freqs': 4, 'taxonomy': 'v4', 'v4_source': 'perturbation_axis', 'perturbation_axes': ['missing_irregular'], 'perturbation_strength': 0.6447368421052632}"
chirp_f0.060_0.447_s004_v4_downsampled_aliased,oscillatory_quasiperiodic,synthetic,forecast,150170284,800,4,"{'generator': 'chirp', 'f0': 0.05967193964922492, 'f1': 0.4472721595746693, 'taxonomy': 'v4', 'v4_source': 'perturbation_axis', 'perturbation_axes': ['downsampled_aliased'], 'perturbation_strength': 0.40789473684210525}"
chirp_f0.014_0.168_s005_v4_time_warped,oscillatory_quasiperiodic,synthetic,forecast,150170285,800,3,"{'generator': 'chirp', 'f0': 0.01358551784645811, 'f1': 0.16777726238542065, 'taxonomy': 'v4', 'v4_source': 'perturbation_axis', 'perturbation_axes': ['time_warped'], 'perturbation_strength': 0.4473684210526316}"
regime_switch_ar_p0.014_s000,regime_switching,synthetic,forecast,150102600,800,1,"{'generator': 'regime_switch_ar', 'p_switch': 0.013884129007894572, 'phis': [(0.8056172031765665, -0.2368582489187405), (-0.5045713470586939, 0.06314175108125952)], 'sigmas': [0.25, 0.5], 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
regime_switch_ar_p0.003_s002,regime_switching,synthetic,forecast,150102602,800,1,"{'generator': 'regime_switch_ar', 'p_switch': 0.00343016843210166, 'phis': [(0.7408185677145438, -0.19781729875595863), (-0.5921370706560221, 0.10218270124404136)], 'sigmas': [0.25, 0.5], 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
regime_switch_ar_p0.036_s006,regime_switching,synthetic,forecast,150102606,800,5,"{'generator': 'regime_switch_ar', 'p_switch': 0.03554184549141394, 'phis': [(0.7241609016974613, -0.048700294162628444), (-0.6146474301385658, 0.25129970583737155)], 'sigmas': [0.25, 0.5], 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
regime_switch_ar_p0.039_s008,regime_switching,synthetic,forecast,150102608,800,13,"{'generator': 'regime_switch_ar', 'p_switch': 0.0391905131191328, 'phis': [(0.6516269375905515, -0.007013268114386129), (-0.7126663005533089, 0.29298673188561386)], 'sigmas': [0.25, 0.5], 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
regime_switch_ar_p0.007_s009,regime_switching,synthetic,forecast,150102609,800,1,"{'generator': 'regime_switch_ar', 'p_switch': 0.007105295713233044, 'phis': [(0.8828957165512662, -0.1676646415991267), (-0.40014092357937003, 0.1323353584008733)], 'sigmas': [0.25, 0.5], 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
regime_switch_ar_p0.030_s010,regime_switching,synthetic,forecast,150102610,800,15,"{'generator': 'regime_switch_ar', 'p_switch': 0.029952304454764957, 'phis': [(0.597259875524568, -0.11269605539010047), (-0.7861353033451783, 0.18730394460989952)], 'sigmas': [0.25, 0.5], 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
regime_switch_ar_p0.019_s012,regime_switching,synthetic,forecast,150102612,800,34,"{'generator': 'regime_switch_ar', 'p_switch': 0.0191391877286294, 'phis': [(0.682237957211614, 0.012623039630283106), (-0.6713000578221433, 0.3126230396302831)], 'sigmas': [0.25, 0.5], 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
level_shift_k1_s001,regime_switching,synthetic,forecast,150105001,800,61,"{'generator': 'level_shift', 'n_shifts': 1, 'magnitude': 1.091918551288661, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
level_shift_k1_s003,regime_switching,synthetic,forecast,150105003,800,64,"{'generator': 'level_shift', 'n_shifts': 1, 'magnitude': 0.8666621187440997, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
level_shift_k2_s007,regime_switching,synthetic,forecast,150105007,800,93,"{'generator': 'level_shift', 'n_shifts': 2, 'magnitude': 1.2059132539323263, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
level_shift_k3_s011,regime_switching,synthetic,forecast,150105011,800,70,"{'generator': 'level_shift', 'n_shifts': 3, 'magnitude': 2.4994356623508653, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
level_shift_k3_s016,regime_switching,synthetic,forecast,150105016,800,61,"{'generator': 'level_shift', 'n_shifts': 3, 'magnitude': 0.9395100749224916, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
level_shift_k4_s018,regime_switching,synthetic,forecast,150105018,800,53,"{'generator': 'level_shift', 'n_shifts': 4, 'magnitude': 1.885099171852564, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
level_shift_k1_s019,regime_switching,synthetic,forecast,150105019,800,87,"{'generator': 'level_shift', 'n_shifts': 1, 'magnitude': 2.359546675130974, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
regime_switch_ar_p0.036_s006_v4_time_warped,regime_switching,synthetic,forecast,150170306,800,1,"{'generator': 'regime_switch_ar', 'p_switch': 0.03554184549141394, 'phis': [(0.7241609016974613, -0.048700294162628444), (-0.6146474301385658, 0.25129970583737155)], 'sigmas': [0.25, 0.5], 'taxonomy': 'v4', 'v4_source': 'perturbation_axis', 'perturbation_axes': ['time_warped'], 'perturbation_strength': 0.48684210526315785}"
regime_switch_ar_p0.028_s007_v4_window_length_horizon,regime_switching,synthetic,forecast,150170307,800,5,"{'generator': 'regime_switch_ar', 'p_switch': 0.02839473368757748, 'phis': [(0.7716760118814285, -0.058329321268972556), (-0.5504378217818533, 0.24167067873102743)], 'sigmas': [0.25, 0.5], 'taxonomy': 'v4', 'v4_source': 'perturbation_axis', 'perturbation_axes': ['window_length_horizon'], 'perturbation_strength': 0.5263157894736842}"
regime_switch_ar_p0.030_s010_v4_quantized_clipped_saturated,regime_switching,synthetic,forecast,150170310,800,10,"{'generator': 'regime_switch_ar', 'p_switch': 0.029952304454764957, 'phis': [(0.597259875524568, -0.11269605539010047), (-0.7861353033451783, 0.18730394460989952)], 'sigmas': [0.25, 0.5], 'taxonomy': 'v4', 'v4_source': 'perturbation_axis', 'perturbation_axes': ['quantized_clipped_saturated'], 'perturbation_strength': 0.6447368421052632}"
regime_switch_ar_p0.019_s012_v4_downsampled_aliased,regime_switching,synthetic,forecast,150170312,800,35,"{'generator': 'regime_switch_ar', 'p_switch': 0.0191391877286294, 'phis': [(0.682237957211614, 0.012623039630283106), (-0.6713000578221433, 0.3126230396302831)], 'sigmas': [0.25, 0.5], 'taxonomy': 'v4', 'v4_source': 'perturbation_axis', 'perturbation_axes': ['downsampled_aliased'], 'perturbation_strength': 0.7236842105263157}"
regime_switch_ar_p0.048_s014_v4_window_length_horizon,regime_switching,synthetic,forecast,150170314,800,3,"{'generator': 'regime_switch_ar', 'p_switch': 0.04847896304494946, 'phis': [(0.7871720701960119, 0.031762450325059643), (-0.5294972024378217, 0.33176245032505963)], 'sigmas': [0.25, 0.5], 'taxonomy': 'v4', 'v4_source': 'perturbation_axis', 'perturbation_axes': ['window_length_horizon'], 'perturbation_strength': 0.8026315789473684}"
regime_switch_ar_p0.026_s017_v4_quantized_clipped_saturated,regime_switching,synthetic,forecast,150170317,800,1,"{'generator': 'regime_switch_ar', 'p_switch': 0.026401459321734273, 'phis': [(0.8359136171703463, -0.153965420605863), (-0.46363024706709954, 0.146034579394137)], 'sigmas': [0.25, 0.5], 'taxonomy': 'v4', 'v4_source': 'perturbation_axis', 'perturbation_axes': ['quantized_clipped_saturated'], 'perturbation_strength': 0.9210526315789473}"
seasonal_ar_s26_000,seasonal_calendar,synthetic,forecast,150104200,800,7,"{'generator': 'seasonal_ar', 'season': 26, 'seasonal_phi': 0.725673134393746, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
seasonal_ar_s43_002,seasonal_calendar,synthetic,forecast,150104202,800,53,"{'generator': 'seasonal_ar', 'season': 43, 'seasonal_phi': 0.7695214420864636, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
seasonal_ar_s33_004,seasonal_calendar,synthetic,forecast,150104204,800,8,"{'generator': 'seasonal_ar', 'season': 33, 'seasonal_phi': 0.803070402328631, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
seasonal_ar_s21_005,seasonal_calendar,synthetic,forecast,150104205,800,2,"{'generator': 'seasonal_ar', 'season': 21, 'seasonal_phi': 0.5076673397020968, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
seasonal_ar_s46_011,seasonal_calendar,synthetic,forecast,150104211,800,8,"{'generator': 'seasonal_ar', 'season': 46, 'seasonal_phi': 0.7428904150235855, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
seasonal_ar_s14_015,seasonal_calendar,synthetic,forecast,150104215,800,2,"{'generator': 'seasonal_ar', 'season': 14, 'seasonal_phi': 0.5763635219033664, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
seasonal_ar_s38_017,seasonal_calendar,synthetic,forecast,150104217,800,4,"{'generator': 'seasonal_ar', 'season': 38, 'seasonal_phi': 0.6041748660602704, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
seasonal_ar_s16_019,seasonal_calendar,synthetic,forecast,150104219,800,51,"{'generator': 'seasonal_ar', 'season': 16, 'seasonal_phi': 0.8846677400984855, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
v4_seasonal_ar_s047_p0.58_000,seasonal_calendar,synthetic,forecast,150162000,800,3,"{'generator': 'seasonal_ar', 'season': 47, 'seasonal_phi': 0.5792036764256218, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_seasonal_ar_s164_p0.82_001,seasonal_calendar,synthetic,forecast,150162001,800,5,"{'generator': 'seasonal_ar', 'season': 164, 'seasonal_phi': 0.8188853757723386, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_seasonal_ar_s122_p0.43_002,seasonal_calendar,synthetic,forecast,150162002,800,2,"{'generator': 'seasonal_ar', 'season': 122, 'seasonal_phi': 0.4257603667309301, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_seasonal_ar_s084_p0.76_015,seasonal_calendar,synthetic,forecast,150162015,800,7,"{'generator': 'seasonal_ar', 'season': 84, 'seasonal_phi': 0.7608791169038861, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_seasonal_ar_s168_p0.63_024,seasonal_calendar,synthetic,forecast,150162024,800,2,"{'generator': 'seasonal_ar', 'season': 168, 'seasonal_phi': 0.6259993712148528, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_seasonal_ar_s019_p0.29_028,seasonal_calendar,synthetic,forecast,150162028,800,2,"{'generator': 'seasonal_ar', 'season': 19, 'seasonal_phi': 0.29499803801560237, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_seasonal_ar_s014_p0.49_032,seasonal_calendar,synthetic,forecast,150162032,800,2,"{'generator': 'seasonal_ar', 'season': 14, 'seasonal_phi': 0.4860222543061973, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_seasonal_ar_s073_p0.92_034,seasonal_calendar,synthetic,forecast,150162034,800,6,"{'generator': 'seasonal_ar', 'season': 73, 'seasonal_phi': 0.9183112753335171, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_seasonal_ar_s153_p0.65_036,seasonal_calendar,synthetic,forecast,150162036,800,3,"{'generator': 'seasonal_ar', 'season': 153, 'seasonal_phi': 0.646986049846443, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_seasonal_ar_s145_p0.57_037,seasonal_calendar,synthetic,forecast,150162037,800,3,"{'generator': 'seasonal_ar', 'season': 145, 'seasonal_phi': 0.5718564766109775, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_seasonal_ar_s079_p0.71_038,seasonal_calendar,synthetic,forecast,150162038,800,4,"{'generator': 'seasonal_ar', 'season': 79, 'seasonal_phi': 0.7056318095800709, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_seasonal_ar_s063_p0.46_039,seasonal_calendar,synthetic,forecast,150162039,800,2,"{'generator': 'seasonal_ar', 'season': 63, 'seasonal_phi': 0.4619747924990874, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
arima_rw_d-0.004_s007,unit_root_trend,synthetic,forecast,150104107,800,107,"{'generator': 'arima_random_walk', 'drift': -0.0038815986315098583, 'sigma': 0.4769437189438385, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
arima_rw_d0.002_s008,unit_root_trend,synthetic,forecast,150104108,800,132,"{'generator': 'arima_random_walk', 'drift': 0.002408909090014231, 'sigma': 0.25887223145159394, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
arima_rw_d-0.005_s012,unit_root_trend,synthetic,forecast,150104112,800,81,"{'generator': 'arima_random_walk', 'drift': -0.0047851961515118745, 'sigma': 0.8165754429224203, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
arima_rw_d-0.009_s013,unit_root_trend,synthetic,forecast,150104113,800,43,"{'generator': 'arima_random_walk', 'drift': -0.008836105032806667, 'sigma': 0.8417257319494809, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
arima_rw_d0.001_s014,unit_root_trend,synthetic,forecast,150104114,800,63,"{'generator': 'arima_random_walk', 'drift': 0.0011565181337096705, 'sigma': 0.730814400216149, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
arima_rw_d-0.007_s015,unit_root_trend,synthetic,forecast,150104115,800,45,"{'generator': 'arima_random_walk', 'drift': -0.007252332073041596, 'sigma': 0.2324076214694199, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
v4_unit_root_d-0.004_s006,unit_root_trend,synthetic,forecast,150164006,800,54,"{'generator': 'arima_random_walk', 'drift': -0.0038786197847639065, 'sigma': 0.8070290523992699, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_unit_root_d-0.013_s008,unit_root_trend,synthetic,forecast,150164008,800,37,"{'generator': 'arima_random_walk', 'drift': -0.01319042535378844, 'sigma': 0.8614094343605836, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_unit_root_d0.012_s014,unit_root_trend,synthetic,forecast,150164014,800,118,"{'generator': 'arima_random_walk', 'drift': 0.01183712589818842, 'sigma': 0.2789160755271526, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_unit_root_d-0.009_s017,unit_root_trend,synthetic,forecast,150164017,800,122,"{'generator': 'arima_random_walk', 'drift': -0.008996139056785453, 'sigma': 0.14203717067585137, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_unit_root_d-0.018_s019,unit_root_trend,synthetic,forecast,150164019,800,71,"{'generator': 'arima_random_walk', 'drift': -0.018133899252450642, 'sigma': 0.24749828421549175, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_unit_root_d0.009_s020,unit_root_trend,synthetic,forecast,150164020,800,109,"{'generator': 'arima_random_walk', 'drift': 0.009174204480955545, 'sigma': 0.5097909870262096, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_unit_root_d0.014_s021,unit_root_trend,synthetic,forecast,150164021,800,103,"{'generator': 'arima_random_walk', 'drift': 0.014487813067979523, 'sigma': 0.4617586857943018, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_unit_root_d-0.005_s024,unit_root_trend,synthetic,forecast,150164024,800,76,"{'generator': 'arima_random_walk', 'drift': -0.005368419216046442, 'sigma': 0.3617749203563515, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_unit_root_d0.013_s026,unit_root_trend,synthetic,forecast,150164026,800,72,"{'generator': 'arima_random_walk', 'drift': 0.012869590251852896, 'sigma': 1.1657966218016627, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_unit_root_d-0.007_s027,unit_root_trend,synthetic,forecast,150164027,800,125,"{'generator': 'arima_random_walk', 'drift': -0.007162533600736052, 'sigma': 0.5815963850439916, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_unit_root_d0.017_s029,unit_root_trend,synthetic,forecast,150164029,800,74,"{'generator': 'arima_random_walk', 'drift': 0.01687065398894894, 'sigma': 0.561337335225366, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_unit_root_d0.013_s032,unit_root_trend,synthetic,forecast,150164032,800,69,"{'generator': 'arima_random_walk', 'drift': 0.013440747594894008, 'sigma': 0.9419300407368538, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_unit_root_d-0.014_s038,unit_root_trend,synthetic,forecast,150164038,800,121,"{'generator': 'arima_random_walk', 'drift': -0.014286715955221387, 'sigma': 1.109586460301169, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_unit_root_d0.010_s039,unit_root_trend,synthetic,forecast,150164039,800,82,"{'generator': 'arima_random_walk', 'drift': 0.01034560323250287, 'sigma': 0.5217821886858661, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
garch_a0.102_b0.563_s002,volatility_heteroskedastic,synthetic,forecast,150102202,800,1,"{'generator': 'garch', 'omega': 0.05, 'alpha': 0.10189353318724617, 'beta': 0.5632184959751938, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
garch_a0.216_b0.419_s009,volatility_heteroskedastic,synthetic,forecast,150102209,800,1,"{'generator': 'garch', 'omega': 0.05, 'alpha': 0.21624001998754055, 'beta': 0.41910102165079655, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
garch_a0.089_b0.563_s013,volatility_heteroskedastic,synthetic,forecast,150102213,800,1,"{'generator': 'garch', 'omega': 0.05, 'alpha': 0.08869790065608824, 'beta': 0.5627636941618878, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
garch_a0.049_b0.434_s019,volatility_heteroskedastic,synthetic,forecast,150102219,800,1,"{'generator': 'garch', 'omega': 0.05, 'alpha': 0.04908057982783538, 'beta': 0.4335238871142095, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
egarch_a0.20_b0.75_s004,volatility_heteroskedastic,synthetic,forecast,150104404,800,1,"{'generator': 'egarch', 'alpha': 0.2026867849883121, 'beta': 0.7542255559952832, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
stoch_vol_p0.916_s010,volatility_heteroskedastic,synthetic,forecast,150104510,800,1,"{'generator': 'stochastic_volatility', 'phi': 0.9161987235007987, 'sigma_eta': 0.08553997807449215, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
stoch_vol_p0.835_s016,volatility_heteroskedastic,synthetic,forecast,150104516,800,1,"{'generator': 'stochastic_volatility', 'phi': 0.8350696286571694, 'sigma_eta': 0.3251346793774665, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
arch_a0.60_s009,volatility_heteroskedastic,synthetic,forecast,150104709,800,1,"{'generator': 'arch', 'alpha': 0.5995086610353788, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
arch_a0.25_s018,volatility_heteroskedastic,synthetic,forecast,150104718,800,1,"{'generator': 'arch', 'alpha': 0.2456029016335451, 'taxonomy': 'v4', 'v4_source': 'continuity_core'}"
v4_garch_vol_006,volatility_heteroskedastic,synthetic,forecast,150171006,800,1,"{'generator': 'garch', 'omega': 0.05, 'alpha': 0.22912896650653536, 'beta': 0.7524468047751698, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_egarch_vol_007,volatility_heteroskedastic,synthetic,forecast,150171007,800,1,"{'generator': 'egarch', 'alpha': 0.06283565490906931, 'beta': 0.6308451643373316, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_garch_vol_012,volatility_heteroskedastic,synthetic,forecast,150171012,800,1,"{'generator': 'garch', 'omega': 0.05, 'alpha': 0.1912641237480292, 'beta': 0.6193451832657925, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_arch_vol_023,volatility_heteroskedastic,synthetic,forecast,150171023,800,1,"{'generator': 'arch', 'alpha': 0.43502333405922633, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_garch_vol_033,volatility_heteroskedastic,synthetic,forecast,150171033,800,1,"{'generator': 'garch', 'omega': 0.05, 'alpha': 0.20534231462231478, 'beta': 0.45336052921314546, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_garch_vol_036,volatility_heteroskedastic,synthetic,forecast,150171036,800,1,"{'generator': 'garch', 'omega': 0.05, 'alpha': 0.14641802915058225, 'beta': 0.5210440058544906, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
v4_arch_vol_038,volatility_heteroskedastic,synthetic,forecast,150171038,800,1,"{'generator': 'arch', 'alpha': 0.3757817355164379, 'taxonomy': 'v4', 'v4_source': 'expanded_template'}"
garch_a0.143_b0.820_s000_v4_outlier_spike,volatility_heteroskedastic,synthetic,forecast,150170220,800,1,"{'generator': 'garch', 'omega': 0.05, 'alpha': 0.14346258128842695, 'beta': 0.8204688381100069, 'taxonomy': 'v4', 'v4_source': 'perturbation_axis', 'perturbation_axes': ['outlier_spike'], 'perturbation_strength': 0.25}"
garch_a0.222_b0.734_s001_v4_downsampled_aliased,volatility_heteroskedastic,synthetic,forecast,150170221,800,4,"{'generator': 'garch', 'omega': 0.05, 'alpha': 0.22217979453702377, 'beta': 0.7336289082935635, 'taxonomy': 'v4', 'v4_source': 'perturbation_axis', 'perturbation_axes': ['downsampled_aliased'], 'perturbation_strength': 0.2894736842105263}"
garch_a0.168_b0.749_s012_v4_missing_irregular,volatility_heteroskedastic,synthetic,forecast,150170232,800,1,"{'generator': 'garch', 'omega': 0.05, 'alpha': 0.16786936257810992, 'beta': 0.7490247042017812, 'taxonomy': 'v4', 'v4_source': 'perturbation_axis', 'perturbation_axes': ['missing_irregular'], 'perturbation_strength': 0.7236842105263157}"
garch_a0.157_b0.567_s018_v4_observation_noise,volatility_heteroskedastic,synthetic,forecast,150170238,800,1,"{'generator': 'garch', 'omega': 0.05, 'alpha': 0.15730128093123577, 'beta': 0.5673180492769883, 'taxonomy': 'v4', 'v4_source': 'perturbation_axis', 'perturbation_axes': ['observation_noise'], 'perturbation_strength': 0.9605263157894737, 'snr_db': 23.210526315789473}"
